time,x,y,burned,fuel,moisture,elevation
0,26,2,0,0.997783,0.0703701,0
0,27,2,0,0.60723,0.197557,0
0,28,2,0,0.671529,0.146588,0
0,29,2,0,0.897668,0.288376,0
0,30,2,0,0.723224,0.217016,0
0,31,2,0,0.803526,0.254533,0
0,32,2,0,0.700185,0.235948,0
0,33,2,0,0.991557,0.194697,0
0,34,2,0,0.96244,0.173758,0
0,35,2,0,0.740031,0.258041,0
0,36,2,0,0.86757,0.345667,0
0,37,2,0,0.692074,0.199677,0
0,38,2,0,0.828802,0.307422,0
0,39,2,0,0.617442,0.39782,0
0,0,3,0,0.787978,0.111824,0
0,1,3,0,0.953398,0.299088,0
0,2,3,0,0.981229,0.1323,0
0,3,3,0,0.821106,0.228917,0
0,4,3,0,0.992133,0.0301385,0
0,5,3,0,0.722279,0.0763644,0
0,6,3,0,0.70739,0.194112,0
0,7,3,0,0.749075,0.157877,0
0,8,3,0,0.937685,0.372007,0
0,9,3,0,0.628166,0.0835675,0
0,10,3,0,0.868457,0.143459,0
0,11,3,0,0.701665,0.118116,0
0,12,3,0,0.72902,0.339468,0
0,13,3,0,0.654649,0.283564,0
0,14,3,0,0.821128,0.118604,0
0,15,3,0,0.767912,0.102483,0
0,16,3,0,0.844605,0.0326377,0
0,17,3,0,0.602074,0.251158,0
0,18,3,0,0.67771,0.0283764,0
0,19,3,0,0.758714,0.0203074,0
0,20,3,0,0.954647,0.0110467,0
0,21,3,0,0.831546,0.17539,0
0,22,3,0,0.86881,0.131261,0
0,23,3,0,0.662017,0.392736,0
0,24,3,0,0.935573,0.344162,0
0,25,3,0,0.700101,0.0155339,0
0,26,3,0,0.721306,0.214833,0
0,27,3,0,0.73066,0.331148,0
0,28,3,0,0.708617,0.386101,0
0,29,3,0,0.782906,0.336809,0
0,30,3,0,0.677752,0.164542,0
0,31,3,0,0.879805,0.0553412,0
0,32,3,0,0.653098,0.387815,0
0,33,3,0,0.885838,0.016427,0
0,34,3,0,0.759528,0.173408,0
0,35,3,0,0.897617,0.100344,0
0,36,3,0,0.673733,0.0323492,0
0,37,3,0,0.771326,0.2754,0
0,38,3,0,0.623277,0.366085,0
0,39,3,0,0.776941,0.0959149,0
0,0,4,0,0.637549,0.0731464,0
0,1,4,0,0.973846,0.255308,0
0,2,4,0,0.806679,0.262845,0
0,3,4,0,0.774269,0.292016,0
0,4,4,0,0.619086,0.226415,0
0,5,4,0,0.663459,0.0480659,0
0,6,4,0,0.736752,0.0367196,0
0,7,4,0,0.637663,0.124565,0
0,8,4,0,0.991804,0.0701321,0
0,9,4,0,0.606864,0.305346,0
0,10,4,0,0.922765,0.138522,0
0,11,4,0,0.78587,0.259909,0
0,12,4,0,0.619224,0.379658,0
0,13,4,0,0.954672,0.104357,0
0,14,4,0,0.606122,0.373375,0
0,15,4,0,0.800416,0.215751,0
0,16,4,0,0.873586,0.24634,0
0,17,4,0,0.977557,0.377701,0
0,18,4,0,0.94688,0.254561,0
0,19,4,0,0.92038,0.270867,0
0,20,4,0,0.829347,0.0514001,0
0,21,4,0,0.924482,0.328256,0
0,22,4,0,0.850376,0.328171,0
0,23,4,0,0.860594,0.0826737,0
0,24,4,0,0.709584,0.0858356,0
0,25,4,0,0.750904,0.0155853,0
0,26,4,0,0.847302,0.134622,0
0,27,4,0,0.862289,0.154159,0
0,28,4,0,0.872645,0.13625,0
0,29,4,0,0.704278,0.198415,0
0,30,4,0,0.877156,0.139335,0
0,31,4,0,0.974659,0.0156745,0
0,32,4,0,0.767178,0.387032,0
0,33,4,0,0.819189,0.169388,0
0,34,4,0,0.827408,0.23037,0
0,35,4,0,0.892659,0.0510759,0
0,36,4,0,0.700007,0.232218,0
0,37,4,0,0.946847,0.224747,0
0,38,4,0,0.695439,0.271938,0
0,39,4,0,0.895964,0.0952945,0
0,0,5,0,0.751092,0.213731,0
0,1,5,0,0.798624,0.155847,0
0,2,5,0,0.719054,0.039994,0
0,3,5,0,0.621394,0.383417,0
0,4,5,0,0.938857,0.141962,0
0,5,5,0,0.98272,0.270708,0
0,6,5,0,0.793008,0.19721,0
0,7,5,0,0.633314,0.0366817,0
0,8,5,0,0.840976,0.221481,0
0,9,5,0,0.685091,0.378478,0
0,10,5,0,0.912518,0.0453858,0
0,11,5,0,0.972372,0.389699,0
0,12,5,0,0.998372,0.0223485,0
0,13,5,0,0.894814,0.218366,0
0,14,5,0,0.882333,0.387461,0
0,15,5,0,0.875212,0.334786,0
0,16,5,0,0.946747,0.335392,0
0,17,5,0,0.770437,0.0890306,0
0,18,5,0,0.758661,0.356759,0
0,19,5,0,0.658642,0.20533,0
0,20,5,0,0.693291,0.232522,0
0,21,5,0,0.945255,0.352144,0
0,22,5,0,0.694674,0.363077,0
0,23,5,0,0.836755,0.140087,0
0,24,5,0,0.883272,0.192667,0
0,25,5,0,0.751195,0.282034,0
0,26,5,0,0.69949,0.132101,0
0,27,5,0,0.773781,0.101473,0
0,28,5,0,0.762081,0.228589,0
0,29,5,0,0.89639,0.306878,0
0,30,5,0,0.929116,0.297685,0
0,31,5,0,0.872416,0.0950026,0
0,32,5,0,0.760089,0.191086,0
0,33,5,0,0.633157,0.211348,0
0,34,5,0,0.774534,0.320844,0
0,35,5,0,0.99116,0.222402,0
0,36,5,0,0.729075,0.0173603,0
0,37,5,0,0.969857,0.367646,0
0,38,5,0,0.701196,0.278164,0
0,39,5,0,0.630174,0.0664862,0
0,0,6,0,0.686724,0.117798,0
0,1,6,0,0.998333,0.27877,0
0,2,6,0,0.753681,0.29484,0
0,3,6,0,0.966102,0.383481,0
0,4,6,0,0.623146,0.157809,0
0,5,6,0,0.642702,0.134264,0
0,6,6,0,0.667872,0.258739,0
0,7,6,0,0.755307,0.0917579,0
0,8,6,0,0.706375,0.144138,0
0,9,6,0,0.70398,0.181296,0
0,10,6,0,0.612926,0.111905,0
0,11,6,0,0.764483,0.241113,0
0,12,6,0,0.708383,0.053274,0
0,13,6,0,0.63048,0.376213,0
0,14,6,0,0.766656,0.232465,0
0,15,6,0,0.967671,0.0330994,0
0,16,6,0,0.950665,0.220635,0
0,17,6,0,0.665934,0.164502,0
0,18,6,0,0.911041,0.192148,0
0,19,6,0,0.994114,0.150696,0
0,20,6,0,0.899831,0.157196,0
0,21,6,0,0.931666,0.227633,0
0,22,6,0,0.625405,0.0147287,0
0,23,6,0,0.653541,0.00546879,0
0,24,6,0,0.630144,0.276686,0
0,25,6,0,0.813739,0.299964,0
0,26,6,0,0.965266,0.23406,0
0,27,6,0,0.890448,0.302832,0
0,28,6,0,0.75114,0.0964339,0
0,29,6,0,0.682018,0.100577,0
0,30,6,0,0.709893,0.0828911,0
0,31,6,0,0.951288,0.3028,0
0,32,6,0,0.618759,0.107469,0
0,33,6,0,0.608874,0.199266,0
0,34,6,0,0.790484,0.332549,0
0,35,6,0,0.723111,0.326554,0
0,36,6,0,0.98719,0.0353633,0
0,37,6,0,0.916727,0.235982,0
0,38,6,0,0.792018,0.168214,0
0,39,6,0,0.913867,0.255745,0
0,0,7,0,0.922018,0.36126,0
0,1,7,0,0.846905,0.392185,0
0,2,7,0,0.843235,0.254658,0
0,3,7,0,0.821926,0.0364008,0
0,4,7,0,0.890559,0.218979,0
0,5,7,0,0.780364,0.364189,0
0,6,7,0,0.719184,0.209441,0
0,7,7,0,0.879057,0.318589,0
0,8,7,0,0.783739,0.336837,0
0,9,7,0,0.907567,0.0264944,0
0,10,7,0,0.618345,0.248322,0
0,11,7,0,0.738965,0.0836523,0
0,12,7,0,0.83186,0.136625,0
0,13,7,0,0.814905,0.184048,0
0,14,7,0,0.833906,0.16012,0
0,15,7,0,0.879067,0.0720269,0
0,16,7,0,0.878601,0.164664,0
0,17,7,0,0.949727,0.206094,0
0,18,7,0,0.989244,0.240774,0
0,19,7,0,0.68954,0.328716,0
0,20,7,0,0.738033,0.139048,0
0,21,7,0,0.612722,0.219486,0
0,22,7,0,0.813769,0.142397,0
0,23,7,0,0.957687,0.0514994,0
0,24,7,0,0.73204,0.128633,0
0,25,7,0,0.636916,0.192458,0
0,26,7,0,0.875114,0.204663,0
0,27,7,0,0.662791,0.150914,0
0,28,7,0,0.601038,0.34732,0
0,29,7,0,0.633807,0.238911,0
0,30,7,0,0.994503,0.214636,0
0,31,7,0,0.969617,0.0944466,0
0,32,7,0,0.903982,0.212506,0
0,33,7,0,0.888206,0.0249365,0
0,34,7,0,0.659096,0.0532468,0
0,35,7,0,0.874866,0.337776,0
0,36,7,0,0.899846,0.0121889,0
0,37,7,0,0.946886,0.141659,0
0,38,7,0,0.758866,0.0419477,0
0,39,7,0,0.894962,0.0729136,0
0,0,8,0,0.825586,0.336284,0
0,1,8,0,0.635682,0.214134,0
0,2,8,0,0.693287,0.137171,0
0,3,8,0,0.789588,0.142042,0
0,4,8,0,0.859529,0.191833,0
0,5,8,0,0.83368,0.294729,0
0,6,8,0,0.823097,0.234614,0
0,7,8,0,0.825783,0.151509,0
0,8,8,0,0.734979,0.359859,0
0,9,8,0,0.843022,0.0977413,0
0,10,8,0,0.799299,0.132139,0
0,11,8,0,0.973477,0.00301375,0
0,12,8,0,0.690133,0.146143,0
0,13,8,0,0.795124,0.340327,0
0,14,8,0,0.635155,0.322346,0
0,15,8,0,0.622261,0.336926,0
0,16,8,0,0.620654,0.00729699,0
0,17,8,0,0.878785,0.398902,0
0,18,8,0,0.958644,0.230399,0
0,19,8,0,0.966958,0.00212,0
0,20,8,0,0.990027,0.1963,0
0,21,8,0,0.889158,0.328345,0
0,22,8,0,0.887383,0.214015,0
0,23,8,0,0.790648,0.335433,0
0,24,8,0,0.682031,0.387198,0
0,25,8,0,0.884381,0.0798028,0
0,26,8,0,0.894499,0.211936,0
0,27,8,0,0.882892,0.307112,0
0,28,8,0,0.634916,0.202442,0
0,29,8,0,0.972806,0.128257,0
0,30,8,0,0.837553,0.147692,0
0,31,8,0,0.781707,0.219441,0
0,32,8,0,0.819569,0.0806922,0
0,33,8,0,0.873829,0.0351472,0
0,34,8,0,0.65553,0.00108436,0
0,35,8,0,0.646678,0.189266,0
0,36,8,0,0.842441,0.317716,0
0,37,8,0,0.64268,0.340291,0
0,38,8,0,0.89839,0.163407,0
0,39,8,0,0.973175,0.396372,0
0,0,9,0,0.682001,0.151691,0
0,1,9,0,0.97058,0.288639,0
0,2,9,0,0.619238,0.312606,0
0,3,9,0,0.931176,0.300201,0
0,4,9,0,0.919815,0.330053,0
0,5,9,0,0.674562,0.0942767,0
0,6,9,0,0.853503,0.363146,0
0,7,9,0,0.726479,0.235323,0
0,8,9,0,0.873193,0.180779,0
0,9,9,0,0.885513,0.359867,0
0,10,9,0,0.849641,0.215912,0
0,11,9,0,0.775498,0.230995,0
0,12,9,0,0.742145,0.156593,0
0,13,9,0,0.812743,0.0266476,0
0,14,9,0,0.69161,0.21714,0
0,15,9,0,0.772611,0.133126,0
0,16,9,0,0.89222,0.277487,0
0,17,9,0,0.666692,0.351452,0
0,18,9,0,0.798169,0.296584,0
0,19,9,0,0.82926,0.399077,0
0,20,9,0,0.900961,0.282792,0
0,21,9,0,0.911429,0.0572512,0
0,22,9,0,0.681818,0.285626,0
0,23,9,0,0.797593,0.301854,0
0,24,9,0,0.641166,0.214593,0
0,25,9,0,0.751529,0.1828,0
0,26,9,0,0.841583,0.200915,0
0,27,9,0,0.815944,0.194543,0
0,28,9,0,0.763582,0.308753,0
0,29,9,0,0.604881,0.239377,0
0,30,9,0,0.826203,0.286472,0
0,31,9,0,0.839612,0.33072,0
0,32,9,0,0.98363,0.13701,0
0,33,9,0,0.69094,0.169439,0
0,34,9,0,0.715172,0.24598,0
0,35,9,0,0.964741,0.0556465,0
0,36,9,0,0.640318,0.102406,0
0,37,9,0,0.890438,0.237185,0
0,38,9,0,0.640885,0.3675,0
0,39,9,0,0.916034,0.00920904,0
0,0,10,0,0.860547,0.308499,0
0,1,10,0,0.749774,0.0275686,0
0,2,10,0,0.630928,0.0416988,0
0,3,10,0,0.936176,0.364274,0
0,4,10,0,0.649124,0.0943624,0
0,5,10,0,0.666208,0.0745284,0
0,6,10,0,0.934996,0.132859,0
0,7,10,0,0.724578,0.0909582,0
0,8,10,0,0.843158,0.151722,0
0,9,10,0,0.8977,0.0822319,0
0,10,10,0,0.915116,0.241489,0
0,11,10,0,0.645707,0.165802,0
0,12,10,0,0.945407,0.369184,0
0,13,10,0,0.78628,0.192335,0
0,14,10,0,0.967382,0.234827,0
0,15,10,0,0.613139,0.3651,0
0,16,10,0,0.699291,0.231053,0
0,17,10,0,0.666205,0.0135517,0
0,18,10,0,0.724589,0.312198,0
0,19,10,0,0.711035,0.0880389,0
0,20,10,0,0.685072,0.206069,0
0,21,10,0,0.990217,0.183596,0
0,22,10,0,0.822922,0.344253,0
0,23,10,0,0.814028,0.0737851,0
0,24,10,0,0.719838,0.123975,0
0,25,10,0,0.758927,0.170716,0
0,26,10,0,0.919913,0.139755,0
0,27,10,0,0.787293,0.24999,0
0,28,10,0,0.75109,0.334626,0
0,29,10,0,0.834981,0.117618,0
0,30,10,0,0.885624,0.211059,0
0,31,10,0,0.813782,0.192435,0
0,32,10,0,0.798805,0.306143,0
0,33,10,0,0.641193,0.133745,0
0,34,10,0,0.630201,0.301298,0
0,35,10,0,0.708921,0.358972,0
0,36,10,0,0.810631,0.3203,0
0,37,10,0,0.991573,0.335916,0
0,38,10,0,0.946798,0.163194,0
0,39,10,0,0.820689,0.101555,0
0,0,11,0,0.678445,0.202203,0
0,1,11,0,0.83802,0.135708,0
0,2,11,0,0.827777,0.354984,0
0,3,11,0,0.822689,0.288325,0
0,4,11,0,0.922126,0.395492,0
0,5,11,0,0.841279,0.32274,0
0,6,11,0,0.98506,0.377764,0
0,7,11,0,0.656433,0.162557,0
0,8,11,0,0.729596,0.03477,0
0,9,11,0,0.853296,0.294362,0
0,10,11,0,0.939251,0.0491108,0
0,11,11,0,0.950578,0.25717,0
0,12,11,0,0.881578,0.36425,0
0,13,11,0,0.849905,0.134346,0
0,14,11,0,0.930043,0.145224,0
0,15,11,0,0.613691,0.332262,0
0,16,11,0,0.738077,0.309534,0
0,17,11,0,0.745103,0.344427,0
0,18,11,0,0.687804,0.389819,0
0,19,11,0,0.911904,0.0456952,0
0,20,11,0,0.826311,0.394147,0
0,21,11,0,0.788426,0.0728429,0
0,22,11,0,0.793911,0.204983,0
0,23,11,0,0.896675,0.279538,0
0,24,11,0,0.76102,0.0872092,0
0,25,11,0,0.858022,0.168682,0
0,26,11,0,0.65291,0.360229,0
0,27,11,0,0.876489,0.273274,0
0,28,11,0,0.929034,0.211865,0
0,29,11,0,0.926022,0.199236,0
0,30,11,0,0.62687,0.162099,0
0,31,11,0,0.798986,0.288081,0
0,32,11,0,0.642631,0.0560074,0
0,33,11,0,0.705474,0.106599,0
0,34,11,0,0.892874,0.100292,0
0,35,11,0,0.853239,0.19771,0
0,36,11,0,0.829318,0.335243,0
0,37,11,0,0.761753,0.308365,0
0,38,11,0,0.768814,0.141549,0
0,39,11,0,0.983451,0.0737484,0
0,0,12,0,0.636135,0.308394,0
0,1,12,0,0.6273,0.334832,0
0,2,12,0,0.774877,0.366205,0
0,3,12,0,0.888613,0.244162,0
0,4,12,0,0.979723,0.15866,0
0,5,12,0,0.981635,0.0540005,0
0,6,12,0,0.793502,0.107964,0
0,7,12,0,0.815937,0.0648056,0
0,8,12,0,0.936612,0.338563,0
0,9,12,0,0.982095,0.0618689,0
0,10,12,0,0.849333,0.189695,0
0,11,12,0,0.737753,0.140616,0
0,12,12,0,0.765117,0.28197,0
0,13,12,0,0.839314,0.183873,0
0,14,12,0,0.630373,0.0311061,0
0,15,12,0,0.600936,0.38708,0
0,16,12,0,0.602102,0.0412375,0
0,17,12,0,0.725839,0.322972,0
0,18,12,0,0.98484,0.316005,0
0,19,12,0,0.876224,0.20852,0
0,20,12,1,0,0.383268,0
0,21,12,0,0.903357,0.25558,0
0,22,12,0,0.903614,0.289641,0
0,23,12,0,0.854893,0.392231,0
0,24,12,0,0.961346,0.258666,0
0,25,12,0,0.87727,0.0206383,0
0,26,12,0,0.867967,0.0176662,0
0,27,12,0,0.835306,0.399741,0
0,28,12,0,0.822323,0.189284,0
0,29,12,0,0.725142,0.048209,0
0,30,12,0,0.892409,0.0770396,0
0,31,12,0,0.646113,0.168705,0
0,32,12,0,0.918137,0.298026,0
0,33,12,0,0.621953,0.182057,0
0,34,12,0,0.808974,0.257819,0
0,35,12,0,0.860067,0.145879,0
0,36,12,0,0.824271,0.192425,0
0,37,12,0,0.953999,0.212106,0
0,38,12,0,0.776413,0.161794,0
0,39,12,0,0.828971,0.321591,0
0,0,13,0,0.815361,0.264662,0
0,1,13,0,0.895142,0.208067,0
0,2,13,0,0.770727,0.350666,0
0,3,13,0,0.767002,0.184777,0
0,4,13,0,0.996137,9.50092e-05,0
0,5,13,0,0.674189,0.153586,0
0,6,13,0,0.973036,0.0280119,0
0,7,13,0,0.603794,0.0210735,0
0,8,13,0,0.635417,0.0150387,0
0,9,13,0,0.791913,0.232303,0
0,10,13,0,0.708675,0.159315,0
0,11,13,0,0.63668,0.134548,0
0,12,13,0,0.809008,0.292909,0
0,13,13,0,0.601339,0.186924,0
0,14,13,0,0.718801,0.341129,0
0,15,13,0,0.886221,0.235643,0
0,16,13,0,0.710906,0.364136,0
0,17,13,0,0.61804,0.043787,0
0,18,13,0,0.756652,0.049775,0
0,19,13,0,0.982566,0.319196,0
0,20,13,0,0.703593,0.235422,0
0,21,13,0,0.992932,0.35368,0
0,22,13,0,0.840319,0.36149,0
0,23,13,0,0.995674,0.297341,0
0,24,13,0,0.625995,0.160632,0
0,25,13,0,0.93513,0.0922277,0
0,26,13,0,0.932257,0.0481355,0
0,27,13,0,0.618778,0.153636,0
0,28,13,0,0.614693,0.382908,0
0,29,13,0,0.930482,0.320308,0
0,30,13,0,0.851911,0.0865296,0
0,31,13,0,0.807304,0.23891,0
0,32,13,0,0.810013,0.104093,0
0,33,13,0,0.806099,0.196475,0
0,34,13,0,0.998534,0.358974,0
0,35,13,0,0.785352,0.249175,0
0,36,13,0,0.899149,0.0139461,0
0,37,13,0,0.957969,0.344051,0
0,38,13,0,0.782973,0.156468,0
0,39,13,0,0.709184,0.190671,0
0,0,14,0,0.617751,0.340877,0
0,1,14,0,0.614169,0.131621,0
0,2,14,0,0.972636,0.294085,0
0,3,14,0,0.712556,0.10106,0
0,4,14,0,0.602033,0.278286,0
0,5,14,0,0.619513,0.213041,0
0,6,14,0,0.984849,0.0437875,0
0,7,14,0,0.957792,0.39659,0
0,8,14,0,0.624607,0.353163,0
0,9,14,0,0.806432,0.362605,0
0,10,14,0,0.828528,0.264845,0
0,11,14,0,0.817512,0.345797,0
0,12,14,0,0.893564,0.208504,0
0,13,14,0,0.947264,0.0981142,0
0,14,14,0,0.662936,0.06416,0
0,15,14,0,0.733604,0.095476,0
0,16,14,0,0.972036,0.0423336,0
0,17,14,0,0.879596,0.0756886,0
0,18,14,0,0.952655,0.384526,0
0,19,14,0,0.786188,0.351629,0
0,20,14,0,0.602058,0.327979,0
0,21,14,0,0.69145,0.363481,0
0,22,14,0,0.600448,0.222473,0
0,23,14,0,0.902654,0.103475,0
0,24,14,0,0.677253,0.0336393,0
0,25,14,0,0.730573,0.223938,0
0,26,14,0,0.646338,0.150678,0
0,27,14,0,0.603629,0.327472,0
0,28,14,0,0.651379,0.113337,0
0,29,14,0,0.607371,0.172896,0
0,30,14,0,0.936049,0.15686,0
0,31,14,0,0.671799,0.30148,0
0,32,14,0,0.915523,0.0695014,0
0,33,14,0,0.908342,0.378919,0
0,34,14,0,0.666551,0.308394,0
0,35,14,0,0.883429,0.18943,0
0,36,14,0,0.623168,0.0298778,0
0,37,14,0,0.940966,0.396059,0
0,38,14,0,0.870421,0.178383,0
0,39,14,0,0.859029,0.237758,0
0,0,15,0,0.753445,0.0262505,0
0,1,15,0,0.928605,0.148733,0
0,2,15,0,0.927514,0.101003,0
0,3,15,0,0.600412,0.0635753,0
0,4,15,0,0.787416,0.377721,0
0,5,15,0,0.640877,0.341684,0
0,6,15,0,0.81081,0.330368,0
0,7,15,0,0.71935,0.335979,0
0,8,15,0,0.909129,0.0920215,0
0,9,15,0,0.652534,0.347222,0
0,10,15,0,0.985295,0.0125209,0
0,11,15,0,0.892508,0.36381,0
0,12,15,0,0.942944,0.385808,0
0,13,15,0,0.904038,0.17692,0
0,14,15,0,0.724781,0.128297,0
0,15,15,0,0.889769,0.298335,0
0,16,15,0,0.680144,0.347249,0
0,17,15,0,0.88597,0.2251,0
0,18,15,0,0.788613,0.217293,0
0,19,15,0,0.663698,0.0814805,0
0,20,15,0,0.636466,0.0614632,0
0,21,15,0,0.781477,0.212142,0
0,22,15,0,0.607145,0.318719,0
0,23,15,0,0.717667,0.364734,0
0,24,15,0,0.987005,0.0741835,0
0,25,15,0,0.784839,0.000492736,0
0,26,15,0,0.839331,0.242923,0
0,27,15,0,0.699016,0.223365,0
0,28,15,0,0.690216,0.0643302,0
0,29,15,0,0.860608,0.13037,0
0,30,15,0,0.836106,0.173299,0
0,31,15,0,0.993741,0.0598323,0
0,32,15,0,0.785839,0.272183,0
0,33,15,0,0.758218,0.38988,0
0,34,15,0,0.888755,0.262794,0
0,35,15,0,0.902824,0.381059,0
0,36,15,0,0.963127,0.289714,0
0,37,15,0,0.899665,0.0583688,0
0,38,15,0,0.641117,0.228362,0
0,39,15,0,0.607347,0.192943,0
0,0,16,0,0.68414,0.138407,0
0,1,16,0,0.910322,0.376495,0
0,2,16,0,0.628967,0.213697,0
0,3,16,0,0.953013,0.0330034,0
0,4,16,0,0.929806,0.143121,0
0,5,16,0,0.728838,0.390987,0
0,6,16,0,0.680344,0.277278,0
0,7,16,0,0.928576,0.0164734,0
0,8,16,0,0.868154,0.38062,0
0,9,16,0,0.649688,0.358489,0
0,10,16,0,0.837911,0.246642,0
0,11,16,0,0.845178,0.119534,0
0,12,16,0,0.974081,0.37894,0
0,13,16,0,0.850122,0.313369,0
0,14,16,0,0.844903,0.193759,0
0,15,16,0,0.864328,0.221201,0
0,16,16,0,0.83899,0.313533,0
0,17,16,0,0.792362,0.0163016,0
0,18,16,0,0.6656,0.175443,0
0,19,16,0,0.889931,0.237311,0
0,20,16,0,0.860118,0.191712,0
0,21,16,0,0.846297,0.131607,0
0,22,16,0,0.788073,0.297712,0
0,23,16,0,0.948733,0.173462,0
0,24,16,0,0.617465,0.064669,0
0,25,16,0,0.608344,0.261305,0
0,26,16,0,0.732926,0.216991,0
0,27,16,0,0.797311,0.0326106,0
0,28,16,0,0.761305,0.0882245,0
0,29,16,0,0.76736,0.0814313,0
0,30,16,0,0.936181,0.0696773,0
0,31,16,0,0.984312,0.166363,0
0,32,16,0,0.938498,0.251506,0
0,33,16,0,0.89414,0.30709,0
0,34,16,0,0.801938,0.21732,0
0,35,16,0,0.805598,0.235223,0
0,36,16,0,0.611758,0.158206,0
0,37,16,0,0.842475,0.239089,0
0,38,16,0,0.917182,0.262004,0
0,39,16,0,0.996853,0.113542,0
0,0,17,0,0.74366,0.153539,0
0,1,17,0,0.786325,0.334399,0
0,2,17,0,0.694317,0.3104,0
0,3,17,0,0.762124,0.240742,0
0,4,17,0,0.853016,0.149139,0
0,5,17,0,0.805046,0.165212,0
0,6,17,0,0.627653,0.174866,0
0,7,17,0,0.638957,0.162008,0
0,8,17,0,0.837167,0.231766,0
0,9,17,0,0.865049,0.0381046,0
0,10,17,0,0.860849,0.124859,0
